30,30
30,80
30,100
30,120
30,140
30,160
50,160
70,160
90,160
110,160
130,160
210,160
230,160
250,160
270,160
330,160
350,160
370,160
390,160
470,160
490,160
510,160
530,160
550,160
570,160
50,30
70,30
90,30
110,30
130,30
150,30
170,30
190,30
210,30
230,30
250,30
270,30
330,30
350,30
370,30
390,30
410,30
430,30
450,30
470,30
490,30
510,30
530,30
550,30
570,30
50,100
70,100
90,100
110,100
130,100
150,100
170,100
190,100
210,100
230,100
250,100
270,100
290,100
310,100
330,100
350,100
370,100
390,100
410,100
430,100
450,100
470,100
490,100
510,100
530,100
550,100
570,100
30,390
50,390
70,390
90,390
110,390
130,390
150,390
170,390
190,390
210,390
230,390
250,390
270,390
330,390
350,390
370,390
390,390
410,390
430,390
450,390
470,390
490,390
510,390
530,390
550,390
570,390
30,560
50,560
70,560
90,560
110,560
130,560
150,560
170,560
190,560
210,560
230,560
250,560
270,560
290,560
310,560
330,560
350,560
370,560
390,560
410,560
430,560
450,560
470,560
490,560
510,560
530,560
550,560
570,560
30,500
50,500
70,500
90,500
110,500
130,500
210,500
230,500
250,500
270,500
330,500
350,500
370,500
390,500
450,500
470,500
490,500
510,500
530,500
550,500
570,500
30,450
50,450
70,450
130,450
150,450
170,450
190,450
210,450
230,450
250,450
270,450
310,450
330,450
350,450
370,450
390,450
410,450
430,450
450,450
530,450
550,450
565,450
30,410
30,430
565,410
565,430
565,80
565,120
565,140
460,60
460,80
460,120
460,140
460,180
460,200
460,220
460,240
460,260
460,280
460,300
460,320
460,340
460,360
460,380
460,410
460,430
460,460
460,480
130,60
130,80
130,120
130,140
130,180
130,200
130,220
130,240
130,260
130,280
130,300
130,320
130,340
130,360
130,380
130,410
130,430
130,460
130,480
200,120
200,140
200,465
200,485
390,120
390,140
390,465
390,485
70,475
155,275
175,275
260,60
260,80
330,60
330,80
265,190
330,190
265,420
330,420
410,280
430,280
265,520
265,540
330,520
330,540
