40,25
60,25
80,25
100,25
120,25
140,25
160,25
180,25
200,25
280,25
300,25
320,25
380,25
400,25
420,25
440,25
460,25
480,25
500,25
520,25
540,25
560,25
40,45
40,85
40,105
560,45
560,85
560,105
100,85
120,85
140,85
160,85
180,85
200,85
220,85
240,85
260,85
340,85
360,85
380,85
400,85
420,85
440,85
460,85
480,85
500,85
60,105
80,105
100,105
500,105
520,105
540,105
220,145
240,145
260,145
280,145
300,145
320,145
340,145
360,145
380,145
40,165
60,165
80,165
100,165
120,165
140,165
160,165
180,165
400,165
420,165
440,165
460,165
480,165
500,165
520,165
540,165
560,165
40,285
60,285
80,285
100,285
120,285
140,285
160,285
440,285
460,285
480,285
500,285
520,285
540,285
560,285
40,345
100,345
120,345
140,345
160,345
180,345
420,345
440,345
460,345
480,345
500,345
560,345
60,395
80,395
100,395
120,395
140,395
160,395
220,395
240,395
260,395
320,395
340,395
360,395
380,395
440,395
460,395
480,395
500,395
520,395
540,395
40,455
60,455
80,455
100,455
180,455
200,455
220,455
240,455
260,455
280,455
320,455
340,455
360,455
380,455
400,455
420,455
440,455
500,455
520,455
540,455
560,455
40,515
60,515
80,515
100,515
120,515
140,515
160,515
220,515
240,515
260,515
320,515
340,515
360,515
380,515
440,515
460,515
480,515
500,515
520,515
540,515
560,515
40,575
60,575
80,575
100,575
120,575
140,575
160,575
220,575
240,575
260,575
280,575
300,575
320,575
340,575
360,575
380,575
440,575
460,575
480,575
500,575
520,575
540,575
560,575
40,185
40,205
40,225
40,245
40,265
40,305
40,325
40,365
40,385
40,475
40,495
40,555
560,185
560,205
560,225
560,245
560,265
560,305
560,325
560,365
560,385
560,475
560,495
560,555
95,185
95,205
95,225
95,305
95,325
95,415
95,435
500,185
500,205
500,225
500,305
500,325
500,415
500,435
155,105
155,125
155,145
155,225
155,245
155,265
155,375
155,415
155,435
155,455
155,475
155,495
155,535
155,555
440,105
440,125
440,145
440,225
440,245
440,265
440,375
440,415
440,435
440,455
440,475
440,495
440,535
440,555
210,45
210,65
210,415
210,435
210,535
210,555
385,45
385,65
385,415
385,435
385,535
385,555
270,45
270,65
270,105
270,125
270,375
270,485
325,45
325,65
325,105
325,125
325,375
325,485
