0,0
0,2
0,4
0,6
0,8
2,0
2,2
2,4
2,6
2,8
4,0
4,2
4,4
4,6
4,8
6,0
6,2
6,4
6,6
6,8
8,0
8,2
8,4
8,6
8,8
10,0
10,2
10,4
10,6
10,8
12,0
12,2
12,4
12,6
12,8
14,0
14,2
14,4
14,6
14,8
16,0
16,2
16,4
16,6
16,8
18,0
18,2
18,4
18,6
18,8
20,0
20,2
20,4
20,6
20,8
22,0
22,2
22,4
22,6
22,8
24,0
24,2
24,4
24,6
24,8
26,0
26,2
26,4
26,6
26,8
28,0
28,2
28,4
28,6
28,8
30,0
30,2
30,4
30,6
30,8
32,0
32,2
32,4
32,6
32,8
34,0
34,2
34,4
34,6
34,8
36,0
36,2
36,4
36,6
36,8
38,0
38,2
38,4
38,6
38,8
40,0
40,2
40,4
40,6
40,8
42,0
42,2
42,4
42,6
42,8
44,0
44,2
44,4
44,6
44,8
46,0
46,2
46,4
46,6
46,8
48,0
48,2
48,4
48,6
48,8
50,0
50,2
50,4
50,6
50,8
52,0
52,2
52,4
52,6
52,8
54,0
54,2
54,4
54,6
54,8
56,0
56,2
56,4
56,6
56,8
58,0
58,2
58,4
58,6
58,8
60,0
60,2
60,4
60,6
60,8
62,0
62,2
62,4
62,6
62,8
64,0
64,2
64,4
64,6
64,8
66,0
66,2
66,4
66,6
66,8
68,0
68,2
68,4
68,6
68,8
70,0
70,2
70,4
70,6
70,8
72,0
72,2
72,4
72,6
72,8
74,0
74,2
74,4
74,6
74,8
76,0
76,2
76,4
76,6
76,8
78,0
78,2
78,4
78,6
78,8
80,0
80,2
80,4
80,6
80,8
82,0
82,2
82,4
82,6
82,8
84,0
84,2
84,4
84,6
84,8
86,0
86,2
86,4
86,6
86,8
88,0
88,2
88,4
88,6
88,8
90,0
90,2
90,4
90,6
90,8
92,0
92,2
92,4
92,6
92,8
94,0
94,2
94,4
94,6
94,8
96,0
96,2
96,4
96,6
96,8
98,0
98,2
98,4
98,6
98,8
100,0
100,2
100,4
100,6
100,8
102,0
102,2
102,4
102,6
102,8
104,0
104,2
104,4
104,6
104,8
106,0
106,2
106,4
106,6
106,8
108,0
108,2
108,4
108,6
108,8
110,0
110,2
110,4
110,6
110,8
112,0
112,2
112,4
112,6
112,8
114,0
114,2
114,4
114,6
114,8
116,0
116,2
116,4
116,6
116,8
118,0
118,2
118,4
118,6
118,8
120,0
120,2
120,4
120,6
120,8
122,0
122,2
122,4
122,6
122,8
124,0
124,2
124,4
124,6
124,8
126,0
126,2
126,4
126,6
126,8
128,0
128,2
128,4
128,6
128,8
130,0
130,2
130,4
130,6
130,8
132,0
132,2
132,4
132,6
132,8
134,0
134,2
134,4
134,6
134,8
136,0
136,2
136,4
136,6
136,8
138,0
138,2
138,4
138,6
138,8
140,0
140,2
140,4
140,6
140,8
142,0
142,2
142,4
142,6
142,8
144,0
144,2
144,4
144,6
144,8
146,0
146,2
146,4
146,6
146,8
148,0
148,2
148,4
148,6
148,8
150,0
150,2
150,4
150,6
150,8
152,0
152,2
152,4
152,6
152,8
154,0
154,2
154,4
154,6
154,8
156,0
156,2
156,4
156,6
156,8
158,0
158,2
158,4
158,6
158,8
160,0
160,2
160,4
160,6
160,8
162,0
162,2
162,4
162,6
162,8
164,0
164,2
164,4
164,6
164,8
166,0
166,2
166,4
166,6
166,8
168,0
168,2
168,4
168,6
168,8
170,0
170,2
170,4
170,6
170,8
172,0
172,2
172,4
172,6
172,8
174,0
174,2
174,4
174,6
174,8
176,0
176,2
176,4
176,6
176,8
178,0
178,2
178,4
178,6
178,8
180,0
180,2
180,4
180,6
180,8
182,0
182,2
182,4
182,6
182,8
184,0
184,2
184,4
184,6
184,8
186,0
186,2
186,4
186,6
186,8
188,0
188,2
188,4
188,6
188,8
190,0
190,2
190,4
190,6
190,8
192,0
192,2
192,4
192,6
